YEAR,BRAND,MAKE,TRIM,PRICE,MILES,SHIP,PAGE,ENTRY
2018,CHEVROLET,EQUINOX,LT,"18,500","19,592 miles",Shipping: $300,657,15
2017,HYUNDAI,SONATA,SE,"14,400","51,229 miles",Shipping: $200,657,16
2017,CHEVROLET,EQUINOX,LT,"15,700","30,285 miles",Shipping: $300,657,17
2014,VOLKSWAGEN,PASSAT,TDI SEL Premium,"14,800","38,607 miles",Shipping: $300,657,18
2018,DODGE,GRAND CARAVAN PAS...,SXT,"15,900","51,787 miles",Free Shipping,657,19
2017,NISSAN,ROGUE,S,"15,900","37,446 miles",Free Shipping,657,20
2013,CHEVROLET,CAMARO,LT,"16,300","47,235 miles",Free Shipping,658,1
2017,HYUNDAI,TUCSON,SE,"15,900","29,069 miles",Shipping: $200,658,2
2017,FORD,EXPLORER,XLT,"23,000","47,368 miles",Shipping: $300,658,3
2017,TOYOTA,CAMRY,SE,"16,500","46,968 miles",Shipping: $200,658,4
2017,JEEP,GRAND CHEROKEE,Limited,"23,900","59,983 miles",Free Shipping,658,5
2015,VOLKSWAGEN,PASSAT,1.8T SE,"14,500","24,461 miles",Free Shipping,658,6
2018,FORD,FUSION,SE,"15,900","23,440 miles",Shipping: $200,658,7
2015,KIA,SPORTAGE,EX,"14,300","60,965 miles",Shipping: $200,658,8
2014,TOYOTA,PRIUS V,Two,"15,100","75,694 miles",Free Shipping,658,9
2018,HYUNDAI,TUCSON,SEL,"16,400","42,144 miles",Shipping: $200,658,10
2017,CHEVROLET,EQUINOX,LS,"15,900","24,318 miles",Shipping: $200,658,11
2017,DODGE,JOURNEY,Crossroad Plus,"17,400","34,753 miles",Shipping: $200,658,12
2018,CHEVROLET,SPARK,LS,"12,500","32,580 miles",Shipping: $200,658,13
2018,JEEP,CHEROKEE,Latitude,"17,700","46,443 miles",Shipping: $300,658,14
2018,CHEVROLET,EQUINOX,LT,"18,500","19,592 miles",Shipping: $300,658,15
2017,HYUNDAI,SONATA,SE,"14,400","51,229 miles",Shipping: $200,658,16
2017,CHEVROLET,EQUINOX,LT,"15,700","30,285 miles",Shipping: $300,658,17
2014,VOLKSWAGEN,PASSAT,TDI SEL Premium,"14,800","38,607 miles",Shipping: $300,658,18
2018,DODGE,GRAND CARAVAN PAS...,SXT,"15,900","51,787 miles",Free Shipping,658,19
2017,NISSAN,ROGUE,S,"15,900","37,446 miles",Free Shipping,658,20
2013,CHEVROLET,CAMARO,LT,"16,300","47,235 miles",Free Shipping,659,1
2017,HYUNDAI,TUCSON,SE,"15,900","29,069 miles",Shipping: $200,659,2
2017,FORD,EXPLORER,XLT,"23,000","47,368 miles",Shipping: $300,659,3
2017,TOYOTA,CAMRY,SE,"16,500","46,968 miles",Shipping: $200,659,4
2017,JEEP,GRAND CHEROKEE,Limited,"23,900","59,983 miles",Free Shipping,659,5
2015,VOLKSWAGEN,PASSAT,1.8T SE,"14,500","24,461 miles",Free Shipping,659,6
2018,FORD,FUSION,SE,"15,900","23,440 miles",Shipping: $200,659,7
2015,KIA,SPORTAGE,EX,"14,300","60,965 miles",Shipping: $200,659,8
2014,TOYOTA,PRIUS V,Two,"15,100","75,694 miles",Free Shipping,659,9
2018,HYUNDAI,TUCSON,SEL,"16,400","42,144 miles",Shipping: $200,659,10
2017,CHEVROLET,EQUINOX,LS,"15,900","24,318 miles",Shipping: $200,659,11
2017,DODGE,JOURNEY,Crossroad Plus,"17,400","34,753 miles",Shipping: $200,659,12
2018,CHEVROLET,SPARK,LS,"12,500","32,580 miles",Shipping: $200,659,13
2018,JEEP,CHEROKEE,Latitude,"17,700","46,443 miles",Shipping: $300,659,14
2018,CHEVROLET,EQUINOX,LT,"18,500","19,592 miles",Shipping: $300,659,15
2017,HYUNDAI,SONATA,SE,"14,400","51,229 miles",Shipping: $200,659,16
2017,CHEVROLET,EQUINOX,LT,"15,700","30,285 miles",Shipping: $300,659,17
2014,VOLKSWAGEN,PASSAT,TDI SEL Premium,"14,800","38,607 miles",Shipping: $300,659,18
2018,DODGE,GRAND CARAVAN PAS...,SXT,"15,900","51,787 miles",Free Shipping,659,19
2017,NISSAN,ROGUE,S,"15,900","37,446 miles",Free Shipping,659,20
2013,CHEVROLET,CAMARO,LT,"16,300","47,235 miles",Free Shipping,660,1
2017,HYUNDAI,TUCSON,SE,"15,900","29,069 miles",Shipping: $200,660,2
2017,FORD,EXPLORER,XLT,"23,000","47,368 miles",Shipping: $300,660,3
2017,TOYOTA,CAMRY,SE,"16,500","46,968 miles",Shipping: $200,660,4
2017,JEEP,GRAND CHEROKEE,Limited,"23,900","59,983 miles",Free Shipping,660,5
2015,VOLKSWAGEN,PASSAT,1.8T SE,"14,500","24,461 miles",Free Shipping,660,6
2018,FORD,FUSION,SE,"15,900","23,440 miles",Shipping: $200,660,7
2015,KIA,SPORTAGE,EX,"14,300","60,965 miles",Shipping: $200,660,8
2014,TOYOTA,PRIUS V,Two,"15,100","75,694 miles",Free Shipping,660,9
2018,HYUNDAI,TUCSON,SEL,"16,400","42,144 miles",Shipping: $200,660,10
2017,CHEVROLET,EQUINOX,LS,"15,900","24,318 miles",Shipping: $200,660,11
2017,DODGE,JOURNEY,Crossroad Plus,"17,400","34,753 miles",Shipping: $200,660,12
2018,CHEVROLET,SPARK,LS,"12,500","32,580 miles",Shipping: $200,660,13
2018,JEEP,CHEROKEE,Latitude,"17,700","46,443 miles",Shipping: $300,660,14
2018,CHEVROLET,EQUINOX,LT,"18,500","19,592 miles",Shipping: $300,660,15
2017,HYUNDAI,SONATA,SE,"14,400","51,229 miles",Shipping: $200,660,16
2017,CHEVROLET,EQUINOX,LT,"15,700","30,285 miles",Shipping: $300,660,17
2014,VOLKSWAGEN,PASSAT,TDI SEL Premium,"14,800","38,607 miles",Shipping: $300,660,18
2018,DODGE,GRAND CARAVAN PAS...,SXT,"15,900","51,787 miles",Free Shipping,660,19
2017,NISSAN,ROGUE,S,"15,900","37,446 miles",Free Shipping,660,20
2013,CHEVROLET,CAMARO,LT,"16,300","47,235 miles",Free Shipping,661,1
2017,HYUNDAI,TUCSON,SE,"15,900","29,069 miles",Shipping: $200,661,2
2017,FORD,EXPLORER,XLT,"23,000","47,368 miles",Shipping: $300,661,3
2017,TOYOTA,CAMRY,SE,"16,500","46,968 miles",Shipping: $200,661,4
2017,JEEP,GRAND CHEROKEE,Limited,"23,900","59,983 miles",Free Shipping,661,5
2015,VOLKSWAGEN,PASSAT,1.8T SE,"14,500","24,461 miles",Free Shipping,661,6
2018,FORD,FUSION,SE,"15,900","23,440 miles",Shipping: $200,661,7
2015,KIA,SPORTAGE,EX,"14,300","60,965 miles",Shipping: $200,661,8
2014,TOYOTA,PRIUS V,Two,"15,100","75,694 miles",Free Shipping,661,9
2018,HYUNDAI,TUCSON,SEL,"16,400","42,144 miles",Shipping: $200,661,10
2017,CHEVROLET,EQUINOX,LS,"15,900","24,318 miles",Shipping: $200,661,11
2017,DODGE,JOURNEY,Crossroad Plus,"17,400","34,753 miles",Shipping: $200,661,12
2018,CHEVROLET,SPARK,LS,"12,500","32,580 miles",Shipping: $200,661,13
2018,JEEP,CHEROKEE,Latitude,"17,700","46,443 miles",Shipping: $300,661,14
2018,CHEVROLET,EQUINOX,LT,"18,500","19,592 miles",Shipping: $300,661,15
2017,HYUNDAI,SONATA,SE,"14,400","51,229 miles",Shipping: $200,661,16
2017,CHEVROLET,EQUINOX,LS,"15,900","24,318 miles",Shipping: $200,661,17
2017,DODGE,JOURNEY,Crossroad Plus,"17,400","34,753 miles",Shipping: $200,661,18
2018,CHEVROLET,SPARK,LS,"12,500","32,580 miles",Shipping: $200,661,19
2018,JEEP,CHEROKEE,Latitude,"17,700","46,443 miles",Shipping: $300,661,20
2018,CHEVROLET,EQUINOX,LT,"18,500","19,592 miles",Shipping: $300,662,1
2017,HYUNDAI,SONATA,SE,"14,400","51,229 miles",Shipping: $200,662,2
2017,CHEVROLET,EQUINOX,LT,"15,700","30,285 miles",Shipping: $300,662,3
2014,VOLKSWAGEN,PASSAT,TDI SEL Premium,"14,800","38,607 miles",Shipping: $300,662,4
2018,DODGE,GRAND CARAVAN PAS...,SXT,"15,900","51,787 miles",Free Shipping,662,5
2017,NISSAN,ROGUE,S,"15,900","37,446 miles",Free Shipping,662,6
2013,CHEVROLET,CAMARO,LT,"16,300","47,235 miles",Free Shipping,662,7
2017,HYUNDAI,TUCSON,SE,"15,900","29,069 miles",Shipping: $200,662,8
2017,FORD,EXPLORER,XLT,"23,000","47,368 miles",Shipping: $300,662,9
2017,TOYOTA,CAMRY,SE,"16,500","46,968 miles",Shipping: $200,662,10
2017,JEEP,GRAND CHEROKEE,Limited,"23,900","59,983 miles",Free Shipping,662,11
2015,VOLKSWAGEN,PASSAT,1.8T SE,"14,500","24,461 miles",Free Shipping,662,12
2018,FORD,FUSION,SE,"15,900","23,440 miles",Shipping: $200,662,13
2015,KIA,SPORTAGE,EX,"14,300","60,965 miles",Shipping: $200,662,14
2014,TOYOTA,PRIUS V,Two,"15,100","75,694 miles",Free Shipping,662,15
2018,HYUNDAI,TUCSON,SEL,"16,400","42,144 miles",Shipping: $200,662,16
2017,CHEVROLET,EQUINOX,LS,"15,900","24,318 miles",Shipping: $200,662,17
2017,DODGE,JOURNEY,Crossroad Plus,"17,400","34,753 miles",Shipping: $200,662,18
2018,CHEVROLET,SPARK,LS,"12,500","32,580 miles",Shipping: $200,662,19
2018,JEEP,CHEROKEE,Latitude,"17,700","46,443 miles",Shipping: $300,662,20
2018,CHEVROLET,EQUINOX,LT,"18,500","19,592 miles",Shipping: $300,663,1
2017,HYUNDAI,SONATA,SE,"14,400","51,229 miles",Shipping: $200,663,2
2017,CHEVROLET,EQUINOX,LT,"15,700","30,285 miles",Shipping: $300,663,3
2014,VOLKSWAGEN,PASSAT,TDI SEL Premium,"14,800","38,607 miles",Shipping: $300,663,4
2018,DODGE,GRAND CARAVAN PAS...,SXT,"15,900","51,787 miles",Free Shipping,663,5
2017,NISSAN,ROGUE,S,"15,900","37,446 miles",Free Shipping,663,6
2013,CHEVROLET,CAMARO,LT,"16,300","47,235 miles",Free Shipping,663,7
2017,HYUNDAI,TUCSON,SE,"15,900","29,069 miles",Shipping: $200,663,8
2017,FORD,EXPLORER,XLT,"23,000","47,368 miles",Shipping: $300,663,9
2017,TOYOTA,CAMRY,SE,"16,500","46,968 miles",Shipping: $200,663,10
2017,JEEP,GRAND CHEROKEE,Limited,"23,900","59,983 miles",Free Shipping,663,11
2015,VOLKSWAGEN,PASSAT,1.8T SE,"14,500","24,461 miles",Free Shipping,663,12
2018,FORD,FUSION,SE,"15,900","23,440 miles",Shipping: $200,663,13
2015,KIA,SPORTAGE,EX,"14,300","60,965 miles",Shipping: $200,663,14
2014,TOYOTA,PRIUS V,Two,"15,100","75,694 miles",Free Shipping,663,15
2018,HYUNDAI,TUCSON,SEL,"16,400","42,144 miles",Shipping: $200,663,16
2017,CHEVROLET,EQUINOX,LS,"15,900","24,318 miles",Shipping: $200,663,17
2017,DODGE,JOURNEY,Crossroad Plus,"17,400","34,753 miles",Shipping: $200,663,18
2018,CHEVROLET,SPARK,LS,"12,500","32,580 miles",Shipping: $200,663,19
2018,JEEP,CHEROKEE,Latitude,"17,700","46,443 miles",Shipping: $300,663,20
2018,CHEVROLET,EQUINOX,LT,"18,500","19,592 miles",Shipping: $300,664,1
2017,HYUNDAI,SONATA,SE,"14,400","51,229 miles",Shipping: $200,664,2
2017,CHEVROLET,EQUINOX,LT,"15,700","30,285 miles",Shipping: $300,664,3
2014,VOLKSWAGEN,PASSAT,TDI SEL Premium,"14,800","38,607 miles",Shipping: $300,664,4
2018,DODGE,GRAND CARAVAN PAS...,SXT,"15,900","51,787 miles",Free Shipping,664,5
2017,NISSAN,ROGUE,S,"15,900","37,446 miles",Free Shipping,664,6
2013,CHEVROLET,CAMARO,LT,"16,300","47,235 miles",Free Shipping,664,7
2017,HYUNDAI,TUCSON,SE,"15,900","29,069 miles",Shipping: $200,664,8
2017,FORD,EXPLORER,XLT,"23,000","47,368 miles",Shipping: $300,664,9
2017,TOYOTA,CAMRY,SE,"16,500","46,968 miles",Shipping: $200,664,10
2017,JEEP,GRAND CHEROKEE,Limited,"23,900","59,983 miles",Free Shipping,664,11
2015,VOLKSWAGEN,PASSAT,1.8T SE,"14,500","24,461 miles",Free Shipping,664,12
2018,FORD,FUSION,SE,"15,900","23,440 miles",Shipping: $200,664,13
2015,KIA,SPORTAGE,EX,"14,300","60,965 miles",Shipping: $200,664,14
2014,TOYOTA,PRIUS V,Two,"15,100","75,694 miles",Free Shipping,664,15
2018,HYUNDAI,TUCSON,SEL,"16,400","42,144 miles",Shipping: $200,664,16
2017,CHEVROLET,EQUINOX,LS,"15,900","24,318 miles",Shipping: $200,664,17
2017,DODGE,JOURNEY,Crossroad Plus,"17,400","34,753 miles",Shipping: $200,664,18
2018,CHEVROLET,SPARK,LS,"12,500","32,580 miles",Shipping: $200,664,19
2018,JEEP,CHEROKEE,Latitude,"17,700","46,443 miles",Shipping: $300,664,20
2018,CHEVROLET,EQUINOX,LT,"18,500","19,592 miles",Shipping: $300,665,1
2017,HYUNDAI,SONATA,SE,"14,400","51,229 miles",Shipping: $200,665,2
2017,CHEVROLET,EQUINOX,LT,"15,700","30,285 miles",Shipping: $300,665,3
2014,VOLKSWAGEN,PASSAT,TDI SEL Premium,"14,800","38,607 miles",Shipping: $300,665,4
2018,DODGE,GRAND CARAVAN PAS...,SXT,"15,900","51,787 miles",Free Shipping,665,5
2017,NISSAN,ROGUE,S,"15,900","37,446 miles",Free Shipping,665,6
2013,CHEVROLET,CAMARO,LT,"16,300","47,235 miles",Free Shipping,665,7
2017,HYUNDAI,TUCSON,SE,"15,900","29,069 miles",Shipping: $200,665,8
2017,FORD,EXPLORER,XLT,"23,000","47,368 miles",Shipping: $300,665,9
2017,TOYOTA,CAMRY,SE,"16,500","46,968 miles",Shipping: $200,665,10
2017,JEEP,GRAND CHEROKEE,Limited,"23,900","59,983 miles",Free Shipping,665,11
2015,VOLKSWAGEN,PASSAT,1.8T SE,"14,500","24,461 miles",Free Shipping,665,12
2018,FORD,FUSION,SE,"15,900","23,440 miles",Shipping: $200,665,13
2015,KIA,SPORTAGE,EX,"14,300","60,965 miles",Shipping: $200,665,14
2014,TOYOTA,PRIUS V,Two,"15,100","75,694 miles",Free Shipping,665,15
2018,HYUNDAI,TUCSON,SEL,"16,400","42,144 miles",Shipping: $200,665,16
2017,CHEVROLET,EQUINOX,LS,"15,900","24,318 miles",Shipping: $200,665,17
2017,DODGE,JOURNEY,Crossroad Plus,"17,400","34,753 miles",Shipping: $200,665,18
2018,CHEVROLET,SPARK,LS,"12,500","32,580 miles",Shipping: $200,665,19
2018,JEEP,CHEROKEE,Latitude,"17,700","46,443 miles",Shipping: $300,665,20
2018,CHEVROLET,EQUINOX,LT,"18,500","19,592 miles",Shipping: $300,666,1
2017,HYUNDAI,SONATA,SE,"14,400","51,229 miles",Shipping: $200,666,2
2017,CHEVROLET,EQUINOX,LT,"15,700","30,285 miles",Shipping: $300,666,3
2014,VOLKSWAGEN,PASSAT,TDI SEL Premium,"14,800","38,607 miles",Shipping: $300,666,4
2018,DODGE,GRAND CARAVAN PAS...,SXT,"15,900","51,787 miles",Free Shipping,666,5
2017,NISSAN,ROGUE,S,"15,900","37,446 miles",Free Shipping,666,6
2013,CHEVROLET,CAMARO,LT,"16,300","47,235 miles",Free Shipping,666,7
2017,HYUNDAI,TUCSON,SE,"15,900","29,069 miles",Shipping: $200,666,8
2017,FORD,EXPLORER,XLT,"23,000","47,368 miles",Shipping: $300,666,9
2017,TOYOTA,CAMRY,SE,"16,500","46,968 miles",Shipping: $200,666,10
2017,JEEP,GRAND CHEROKEE,Limited,"23,900","59,983 miles",Free Shipping,666,11
2015,VOLKSWAGEN,PASSAT,1.8T SE,"14,500","24,461 miles",Free Shipping,666,12
2018,FORD,FUSION,SE,"15,900","23,440 miles",Shipping: $200,666,13
2015,KIA,SPORTAGE,EX,"14,300","60,965 miles",Shipping: $200,666,14
2014,TOYOTA,PRIUS V,Two,"15,100","75,694 miles",Free Shipping,666,15
2018,HYUNDAI,TUCSON,SEL,"16,400","42,144 miles",Shipping: $200,666,16
2017,CHEVROLET,EQUINOX,LS,"15,900","24,318 miles",Shipping: $200,666,17
2017,DODGE,JOURNEY,Crossroad Plus,"17,400","34,753 miles",Shipping: $200,666,18
2018,CHEVROLET,SPARK,LS,"12,500","32,580 miles",Shipping: $200,666,19
2018,JEEP,CHEROKEE,Latitude,"17,700","46,443 miles",Shipping: $300,666,20
2018,CHEVROLET,EQUINOX,LT,"18,500","19,592 miles",Shipping: $300,667,1
2017,HYUNDAI,SONATA,SE,"14,400","51,229 miles",Shipping: $200,667,2
2017,CHEVROLET,EQUINOX,LT,"15,700","30,285 miles",Shipping: $300,667,3
2014,VOLKSWAGEN,PASSAT,TDI SEL Premium,"14,800","38,607 miles",Shipping: $300,667,4
2018,DODGE,GRAND CARAVAN PAS...,SXT,"15,900","51,787 miles",Free Shipping,667,5
2017,NISSAN,ROGUE,S,"15,900","37,446 miles",Free Shipping,667,6
2013,CHEVROLET,CAMARO,LT,"16,300","47,235 miles",Free Shipping,667,7
2017,HYUNDAI,TUCSON,SE,"15,900","29,069 miles",Shipping: $200,667,8
2017,FORD,EXPLORER,XLT,"23,000","47,368 miles",Shipping: $300,667,9
2017,TOYOTA,CAMRY,SE,"16,500","46,968 miles",Shipping: $200,667,10
2017,JEEP,GRAND CHEROKEE,Limited,"23,900","59,983 miles",Free Shipping,667,11
2015,VOLKSWAGEN,PASSAT,1.8T SE,"14,500","24,461 miles",Free Shipping,667,12
2018,FORD,FUSION,SE,"15,900","23,440 miles",Shipping: $200,667,13
2015,KIA,SPORTAGE,EX,"14,300","60,965 miles",Shipping: $200,667,14
2014,TOYOTA,PRIUS V,Two,"15,100","75,694 miles",Free Shipping,667,15
2018,HYUNDAI,TUCSON,SEL,"16,400","42,144 miles",Shipping: $200,667,16
2017,CHEVROLET,EQUINOX,LS,"15,900","24,318 miles",Shipping: $200,667,17
2017,DODGE,JOURNEY,Crossroad Plus,"17,400","34,753 miles",Shipping: $200,667,18
2018,CHEVROLET,SPARK,LS,"12,500","32,580 miles",Shipping: $200,667,19
2018,JEEP,CHEROKEE,Latitude,"17,700","46,443 miles",Shipping: $300,667,20
2018,CHEVROLET,EQUINOX,LT,"18,500","19,592 miles",Shipping: $300,668,1
2017,HYUNDAI,SONATA,SE,"14,400","51,229 miles",Shipping: $200,668,2
2017,CHEVROLET,EQUINOX,LT,"15,700","30,285 miles",Shipping: $300,668,3
2014,VOLKSWAGEN,PASSAT,TDI SEL Premium,"14,800","38,607 miles",Shipping: $300,668,4
2018,DODGE,GRAND CARAVAN PAS...,SXT,"15,900","51,787 miles",Free Shipping,668,5
2017,NISSAN,ROGUE,S,"15,900","37,446 miles",Free Shipping,668,6
2013,CHEVROLET,CAMARO,LT,"16,300","47,235 miles",Free Shipping,668,7
2017,HYUNDAI,TUCSON,SE,"15,900","29,069 miles",Shipping: $200,668,8
2017,FORD,EXPLORER,XLT,"23,000","47,368 miles",Shipping: $300,668,9
2017,TOYOTA,CAMRY,SE,"16,500","46,968 miles",Shipping: $200,668,10
2017,JEEP,GRAND CHEROKEE,Limited,"23,900","59,983 miles",Free Shipping,668,11
2015,VOLKSWAGEN,PASSAT,1.8T SE,"14,500","24,461 miles",Free Shipping,668,12
2018,FORD,FUSION,SE,"15,900","23,440 miles",Shipping: $200,668,13
2015,KIA,SPORTAGE,EX,"14,300","60,965 miles",Shipping: $200,668,14
2014,TOYOTA,PRIUS V,Two,"15,100","75,694 miles",Free Shipping,668,15
2018,HYUNDAI,TUCSON,SEL,"16,400","42,144 miles",Shipping: $200,668,16
2017,CHEVROLET,EQUINOX,LS,"15,900","24,318 miles",Shipping: $200,668,17
2017,DODGE,JOURNEY,Crossroad Plus,"17,400","34,753 miles",Shipping: $200,668,18
2018,CHEVROLET,SPARK,LS,"12,500","32,580 miles",Shipping: $200,668,19
2018,JEEP,CHEROKEE,Latitude,"17,700","46,443 miles",Shipping: $300,668,20
2018,CHEVROLET,EQUINOX,LT,"18,500","19,592 miles",Shipping: $300,669,1
2017,HYUNDAI,SONATA,SE,"14,400","51,229 miles",Shipping: $200,669,2
2017,CHEVROLET,EQUINOX,LT,"15,700","30,285 miles",Shipping: $300,669,3
2014,VOLKSWAGEN,PASSAT,TDI SEL Premium,"14,800","38,607 miles",Shipping: $300,669,4
2018,DODGE,GRAND CARAVAN PAS...,SXT,"15,900","51,787 miles",Free Shipping,669,5
2017,NISSAN,ROGUE,S,"15,900","37,446 miles",Free Shipping,669,6
2013,CHEVROLET,CAMARO,LT,"16,300","47,235 miles",Free Shipping,669,7
2017,HYUNDAI,TUCSON,SE,"15,900","29,069 miles",Shipping: $200,669,8
2017,FORD,EXPLORER,XLT,"23,000","47,368 miles",Shipping: $300,669,9
2017,TOYOTA,CAMRY,SE,"16,500","46,968 miles",Shipping: $200,669,10
2017,JEEP,GRAND CHEROKEE,Limited,"23,900","59,983 miles",Free Shipping,669,11
2015,VOLKSWAGEN,PASSAT,1.8T SE,"14,500","24,461 miles",Free Shipping,669,12
2018,FORD,FUSION,SE,"15,900","23,440 miles",Shipping: $200,669,13
2015,KIA,SPORTAGE,EX,"14,300","60,965 miles",Shipping: $200,669,14
2014,TOYOTA,PRIUS V,Two,"15,100","75,694 miles",Free Shipping,669,15
2018,HYUNDAI,TUCSON,SEL,"16,400","42,144 miles",Shipping: $200,669,16
2017,CHEVROLET,EQUINOX,LS,"15,900","24,318 miles",Shipping: $200,669,17
2017,DODGE,JOURNEY,Crossroad Plus,"17,400","34,753 miles",Shipping: $200,669,18
2018,CHEVROLET,SPARK,LS,"12,500","32,580 miles",Shipping: $200,669,19
2018,JEEP,CHEROKEE,Latitude,"17,700","46,443 miles",Shipping: $300,669,20
2018,CHEVROLET,EQUINOX,LT,"18,500","19,592 miles",Shipping: $300,670,1
2017,HYUNDAI,SONATA,SE,"14,400","51,229 miles",Shipping: $200,670,2
2017,CHEVROLET,EQUINOX,LT,"15,700","30,285 miles",Shipping: $300,670,3
2014,VOLKSWAGEN,PASSAT,TDI SEL Premium,"14,800","38,607 miles",Shipping: $300,670,4
2018,DODGE,GRAND CARAVAN PAS...,SXT,"15,900","51,787 miles",Free Shipping,670,5
2017,NISSAN,ROGUE,S,"15,900","37,446 miles",Free Shipping,670,6
2013,CHEVROLET,CAMARO,LT,"16,300","47,235 miles",Free Shipping,670,7
2017,HYUNDAI,TUCSON,SE,"15,900","29,069 miles",Shipping: $200,670,8
2017,FORD,EXPLORER,XLT,"23,000","47,368 miles",Shipping: $300,670,9
2017,TOYOTA,CAMRY,SE,"16,500","46,968 miles",Shipping: $200,670,10
2017,JEEP,GRAND CHEROKEE,Limited,"23,900","59,983 miles",Free Shipping,670,11
2015,VOLKSWAGEN,PASSAT,1.8T SE,"14,500","24,461 miles",Free Shipping,670,12
2018,FORD,FUSION,SE,"15,900","23,440 miles",Shipping: $200,670,13
2015,KIA,SPORTAGE,EX,"14,300","60,965 miles",Shipping: $200,670,14
2014,TOYOTA,PRIUS V,Two,"15,100","75,694 miles",Free Shipping,670,15
2018,HYUNDAI,TUCSON,SEL,"16,400","42,144 miles",Shipping: $200,670,16
2017,CHEVROLET,EQUINOX,LS,"15,900","24,318 miles",Shipping: $200,670,17
2017,DODGE,JOURNEY,Crossroad Plus,"17,400","34,753 miles",Shipping: $200,670,18
2018,CHEVROLET,SPARK,LS,"12,500","32,580 miles",Shipping: $200,670,19
2018,JEEP,CHEROKEE,Latitude,"17,700","46,443 miles",Shipping: $300,670,20
2018,CHEVROLET,EQUINOX,LT,"18,500","19,592 miles",Shipping: $300,671,1
2017,HYUNDAI,SONATA,SE,"14,400","51,229 miles",Shipping: $200,671,2
2017,CHEVROLET,EQUINOX,LT,"15,700","30,285 miles",Shipping: $300,671,3
2014,VOLKSWAGEN,PASSAT,TDI SEL Premium,"14,800","38,607 miles",Shipping: $300,671,4
2018,DODGE,GRAND CARAVAN PAS...,SXT,"15,900","51,787 miles",Free Shipping,671,5
2017,NISSAN,ROGUE,S,"15,900","37,446 miles",Free Shipping,671,6
2013,CHEVROLET,CAMARO,LT,"16,300","47,235 miles",Free Shipping,671,7
2017,HYUNDAI,TUCSON,SE,"15,900","29,069 miles",Shipping: $200,671,8
2017,FORD,EXPLORER,XLT,"23,000","47,368 miles",Shipping: $300,671,9
2017,TOYOTA,CAMRY,SE,"16,500","46,968 miles",Shipping: $200,671,10
2017,JEEP,GRAND CHEROKEE,Limited,"23,900","59,983 miles",Free Shipping,671,11
2015,VOLKSWAGEN,PASSAT,1.8T SE,"14,500","24,461 miles",Free Shipping,671,12
2018,FORD,FUSION,SE,"15,900","23,440 miles",Shipping: $200,671,13
2015,KIA,SPORTAGE,EX,"14,300","60,965 miles",Shipping: $200,671,14
2014,TOYOTA,PRIUS V,Two,"15,100","75,694 miles",Free Shipping,671,15
2018,HYUNDAI,TUCSON,SEL,"16,400","42,144 miles",Shipping: $200,671,16
2017,CHEVROLET,EQUINOX,LS,"15,900","24,318 miles",Shipping: $200,671,17
2017,DODGE,JOURNEY,Crossroad Plus,"17,400","34,753 miles",Shipping: $200,671,18
2018,CHEVROLET,SPARK,LS,"12,500","32,580 miles",Shipping: $200,671,19
2018,JEEP,CHEROKEE,Latitude,"17,700","46,443 miles",Shipping: $300,671,20
2018,CHEVROLET,EQUINOX,LT,"18,500","19,592 miles",Shipping: $300,672,1
2017,HYUNDAI,SONATA,SE,"14,400","51,229 miles",Shipping: $200,672,2
2017,CHEVROLET,EQUINOX,LT,"15,700","30,285 miles",Shipping: $300,672,3
2014,VOLKSWAGEN,PASSAT,TDI SEL Premium,"14,800","38,607 miles",Shipping: $300,672,4
2018,DODGE,GRAND CARAVAN PAS...,SXT,"15,900","51,787 miles",Free Shipping,672,5
2017,NISSAN,ROGUE,S,"15,900","37,446 miles",Free Shipping,672,6
2013,CHEVROLET,CAMARO,LT,"16,300","47,235 miles",Free Shipping,672,7
2017,HYUNDAI,TUCSON,SE,"15,900","29,069 miles",Shipping: $200,672,8
2017,FORD,EXPLORER,XLT,"23,000","47,368 miles",Shipping: $300,672,9
2017,TOYOTA,CAMRY,SE,"16,500","46,968 miles",Shipping: $200,672,10
2017,JEEP,GRAND CHEROKEE,Limited,"23,900","59,983 miles",Free Shipping,672,11
2015,VOLKSWAGEN,PASSAT,1.8T SE,"14,500","24,461 miles",Free Shipping,672,12
2018,FORD,FUSION,SE,"15,900","23,440 miles",Shipping: $200,672,13
2015,KIA,SPORTAGE,EX,"14,300","60,965 miles",Shipping: $200,672,14
2014,TOYOTA,PRIUS V,Two,"15,100","75,694 miles",Free Shipping,672,15
2018,HYUNDAI,TUCSON,SEL,"16,400","42,144 miles",Shipping: $200,672,16
2017,CHEVROLET,EQUINOX,LS,"15,900","24,318 miles",Shipping: $200,672,17
2017,DODGE,JOURNEY,Crossroad Plus,"17,400","34,753 miles",Shipping: $200,672,18
2018,CHEVROLET,SPARK,LS,"12,500","32,580 miles",Shipping: $200,672,19
2018,JEEP,CHEROKEE,Latitude,"17,700","46,443 miles",Shipping: $300,672,20
2018,CHEVROLET,EQUINOX,LT,"18,500","19,592 miles",Shipping: $300,673,1
2017,HYUNDAI,SONATA,SE,"14,400","51,229 miles",Shipping: $200,673,2
2017,CHEVROLET,EQUINOX,LT,"15,700","30,285 miles",Shipping: $300,673,3
2014,VOLKSWAGEN,PASSAT,TDI SEL Premium,"14,800","38,607 miles",Shipping: $300,673,4
2018,DODGE,GRAND CARAVAN PAS...,SXT,"15,900","51,787 miles",Free Shipping,673,5
