YEAR,BRAND,PAGE,ENTRY,PRICE,MILES,SHIPPING,dummy,CHEVROLET,FORD,HYUNDAI,TOYOTA,JEEP,VOLKSWAGEN,NISSAN,KIA,BUICK,DODGE,HONDA,GMC,SUBARU,INFINITI,MAZDA,CADILLAC,FIAT,LEXUS,BMW
2017,GMC,270,14,17000,18946,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,HYUNDAI,270,15,14200,74930,300,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,270,16,14400,62258,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,TOYOTA,270,17,16200,60446,300,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,BUICK,270,18,16900,28806,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,BUICK,270,19,15400,20655,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,FORD,270,20,16400,27266,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,CHEVROLET,271,1,18600,13122,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,NISSAN,271,3,15400,37360,200,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,FORD,271,4,22900,35071,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,HYUNDAI,271,5,15400,49158,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,271,6,16000,22608,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,FORD,271,7,18900,38593,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,TOYOTA,271,8,17400,33231,300,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,JEEP,271,9,21500,23720,300,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,JEEP,271,10,16500,21643,300,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,BUICK,271,11,20200,21698,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,271,12,15100,22341,300,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,NISSAN,271,13,13100,19010,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,HYUNDAI,271,14,16900,24200,300,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,VOLKSWAGEN,271,16,15200,24318,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,CHEVROLET,271,17,16200,23619,300,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,BUICK,271,18,17700,43193,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,271,19,18100,16987,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,NISSAN,271,20,12600,32555,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,HYUNDAI,272,1,16600,35697,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,BUICK,272,2,15300,20873,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,CADILLAC,272,3,25400,40134,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017,BUICK,272,4,15500,13068,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,GMC,272,5,16800,23862,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017,NISSAN,272,6,12900,19359,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016,KIA,272,7,19300,77048,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018,FORD,272,8,14900,4617,300,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,HYUNDAI,272,9,15400,49610,300,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,KIA,272,10,13100,31033,300,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,272,11,16400,16300,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,BUICK,272,12,18700,39214,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,FORD,272,13,30300,30339,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,272,14,15200,42267,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,CHEVROLET,272,15,16300,21766,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,CHEVROLET,272,16,17100,25025,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,CHEVROLET,272,17,26900,50995,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,DODGE,272,18,17000,27158,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016,BUICK,272,19,15300,17052,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,HYUNDAI,273,1,17000,12143,200,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,GMC,273,2,16400,26664,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016,GMC,273,3,17400,37627,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017,CHEVROLET,273,4,19000,21750,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,273,5,16400,16825,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,FORD,273,6,37300,15744,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,HYUNDAI,273,7,12300,78826,200,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,SUBARU,273,8,25200,25995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017,JEEP,273,9,18000,70618,200,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,CHEVROLET,273,10,13400,29272,300,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,DODGE,273,11,16500,24221,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016,BUICK,273,13,13900,27926,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,FORD,273,14,15400,17984,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,VOLKSWAGEN,273,15,12400,73765,300,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,CHEVROLET,273,16,21500,84729,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,HYUNDAI,273,17,15200,7985,300,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,BUICK,273,18,15100,31115,300,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,GMC,273,19,23800,34980,200,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017,BUICK,273,20,24900,32132,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,BMW,274,1,27500,61766,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017,DODGE,274,3,24600,40481,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017,GMC,274,4,24300,18716,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017,CHEVROLET,274,5,19600,39196,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,BUICK,274,6,15400,26567,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018,SUBARU,274,7,25900,23131,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017,CHEVROLET,274,8,15900,20840,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,274,9,14400,26845,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,NISSAN,274,10,15800,30309,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2013,TOYOTA,274,11,21500,77365,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,LEXUS,274,12,33200,30890,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,FORD,274,13,18900,26446,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,GMC,274,14,17600,36857,200,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017,CHEVROLET,274,15,17000,32979,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,TOYOTA,274,16,18400,67480,300,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,274,17,13700,29775,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,TOYOTA,274,18,16400,19898,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,274,19,13800,34486,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,FORD,274,20,16100,34165,300,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,BUICK,275,1,14000,20762,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,LEXUS,275,2,24400,36108,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,BUICK,275,3,15100,20120,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016,NISSAN,275,4,15900,29861,300,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,VOLKSWAGEN,275,5,12900,48628,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,NISSAN,275,6,20100,19172,300,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,HYUNDAI,275,7,14500,46375,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,275,8,15000,38091,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,HYUNDAI,275,9,13900,17997,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,LEXUS,275,10,31700,29204,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,FORD,275,11,29000,49099,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,KIA,275,12,16800,53776,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,GMC,275,13,20500,32143,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016,GMC,275,14,15800,44099,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018,CHEVROLET,275,15,17900,16710,300,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,BUICK,275,16,14400,28804,300,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,BUICK,275,17,15400,20101,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,FORD,275,18,15800,32227,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CADILLAC,275,20,24900,44332,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017,BUICK,276,1,15000,17783,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019,JEEP,276,2,22900,15694,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,BUICK,276,3,19900,25201,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018,NISSAN,276,4,19300,44869,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,HYUNDAI,276,5,13100,42050,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,CHEVROLET,276,6,17900,19393,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,276,7,20000,35951,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,TOYOTA,276,8,14000,58904,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CADILLAC,276,9,25900,44905,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018,BMW,276,10,35700,16460,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016,BUICK,276,11,14600,25415,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,BUICK,276,12,14900,18271,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016,BUICK,276,13,15900,43281,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,FORD,276,14,18100,45236,300,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,BUICK,276,16,13900,31153,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016,JEEP,276,17,27300,19078,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,VOLKSWAGEN,276,18,12700,63049,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,NISSAN,276,19,21300,58381,300,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,276,20,14700,39430,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,277,1,13700,32844,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,HYUNDAI,277,2,14000,61091,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,277,3,15600,29956,300,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,FORD,277,4,15700,61307,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,277,5,15900,13463,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,277,6,18100,16832,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,VOLKSWAGEN,277,7,15300,29795,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,CHEVROLET,277,8,17200,17205,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,BUICK,277,9,15500,29668,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018,GMC,277,10,25100,42526,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017,BUICK,277,11,20000,28817,200,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016,CHEVROLET,277,12,16100,18641,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,277,13,14800,29495,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,277,14,14700,27897,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,KIA,277,15,16900,21447,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,NISSAN,277,16,17000,4177,200,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,JEEP,277,17,16300,24630,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CADILLAC,277,19,27600,43791,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,BMW,277,20,39000,42158,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017,CHEVROLET,278,1,16700,63800,300,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,KIA,278,2,17700,9291,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,BUICK,278,3,14900,35333,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,278,4,13600,40152,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,GMC,278,5,15700,28811,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016,CHEVROLET,278,6,14900,15922,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,BUICK,278,7,16200,21229,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016,BUICK,278,8,14500,12358,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,278,9,14900,29721,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,TOYOTA,278,10,27600,18174,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,NISSAN,278,11,16000,31611,200,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016,BUICK,278,12,14700,11796,200,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018,BUICK,278,13,16100,22356,200,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,JEEP,278,14,22900,31081,300,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,TOYOTA,278,16,21500,46596,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,GMC,278,17,20700,19997,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017,FORD,278,18,17000,34473,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,CHEVROLET,278,19,15200,14680,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,GMC,278,20,20900,30552,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017,HYUNDAI,279,1,15600,29592,300,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,GMC,279,2,21000,28353,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017,JEEP,279,3,17400,19169,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,BUICK,279,4,14300,33257,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,SUBARU,279,5,20300,24453,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017,SUBARU,279,6,16700,29523,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017,CHEVROLET,279,7,19900,41574,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,JEEP,279,8,22400,20107,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,JEEP,279,9,21600,43189,200,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,CHEVROLET,279,10,18500,21790,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,BUICK,279,11,14900,39051,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,279,12,15800,32381,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,HYUNDAI,279,13,16800,21158,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,279,14,20800,45110,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,HYUNDAI,279,15,13900,12302,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,BUICK,279,16,15300,11960,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,FORD,279,17,14900,29962,300,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,279,18,19400,24506,300,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,279,19,15400,45192,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,FORD,279,20,15600,40805,300,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,BUICK,280,1,16900,19848,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018,CHEVROLET,280,2,16500,45635,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,BUICK,280,3,14900,33152,200,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012,CADILLAC,280,5,17000,75873,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015,GMC,280,6,19500,24000,200,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017,HYUNDAI,280,7,17100,10968,200,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,NISSAN,280,8,16000,20319,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,CHEVROLET,280,9,18800,17874,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,HONDA,280,10,14900,70715,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017,CHEVROLET,280,11,14400,21788,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,280,12,15300,44936,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,GMC,280,13,17200,23579,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017,BUICK,280,14,16400,14305,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,BUICK,280,15,23400,16464,300,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,KIA,280,16,18600,56147,200,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,HYUNDAI,280,17,17700,26682,300,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,HYUNDAI,280,18,18600,31326,300,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,JEEP,280,20,17600,23157,200,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,JEEP,281,1,18900,44825,300,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,NISSAN,281,2,15700,37002,200,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015,FORD,281,3,24000,55484,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,FORD,281,4,14600,19379,300,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,281,5,17700,18102,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,CHEVROLET,281,6,16900,30368,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,FORD,281,7,14900,56989,200,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,FORD,281,8,17400,23097,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,VOLKSWAGEN,281,9,15900,17635,200,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,HONDA,281,10,13300,75294,200,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017,CHEVROLET,281,11,18700,41454,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,281,12,14900,22786,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,CHEVROLET,281,13,13700,40145,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,281,14,19700,38504,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,BUICK,281,16,15900,27712,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016,GMC,281,17,36400,75292,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017,GMC,281,18,20900,40927,200,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2013,LEXUS,281,19,21500,67480,300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,DODGE,281,20,17800,22384,200,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2014,TOYOTA,282,1,24500,32247,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,GMC,282,2,16300,45322,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2014,TOYOTA,282,3,13900,82092,300,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,CHEVROLET,282,4,15100,34483,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,282,5,14400,40360,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,GMC,282,6,19900,23900,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017,FORD,282,7,14900,34110,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,282,8,16400,14961,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,BUICK,282,9,19700,34098,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,FORD,282,10,15300,18755,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,282,11,17900,45653,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
